gene_id	gene	product
I6J55_RS02890		phospholipase D-like domain-containing protein
I6J55_RS02895		hypothetical protein
I6J55_RS02900		hypothetical protein
I6J55_RS02905		hypothetical protein
I6J55_RS02910		hypothetical protein
I6J55_RS02915		N-6 DNA methylase
I6J55_RS02920		hypothetical protein
I6J55_RS02925		hypothetical protein
I6J55_RS02930		hypothetical protein
I6J55_RS02935		hypothetical protein
I6J55_RS02940		hypothetical protein
I6J55_RS02945		DUF6712 family protein
I6J55_RS02950		hypothetical protein
I6J55_RS02955		hypothetical protein
I6J55_RS02960		hypothetical protein
I6J55_RS21865		hypothetical protein
I6J55_RS02965		hypothetical protein
I6J55_RS02970		competence protein CoiA family protein
I6J55_RS02975		hypothetical protein
I6J55_RS02980		hypothetical protein
I6J55_RS02985		hypothetical protein
I6J55_RS02990		hypothetical protein
I6J55_RS21870		hypothetical protein
I6J55_RS02995		hypothetical protein
I6J55_RS03000		hypothetical protein
I6J55_RS03005		phage tail tape measure protein
I6J55_RS03010		hypothetical protein
I6J55_RS03015		hypothetical protein
I6J55_RS03020		hypothetical protein
I6J55_RS03025		tail fiber domain-containing protein
I6J55_RS03030		hypothetical protein
I6J55_RS03035		hypothetical protein
I6J55_RS03040		hypothetical protein
I6J55_RS03045		hypothetical protein
I6J55_RS03050		hypothetical protein
I6J55_RS03055		site-specific integrase
I6J55_RS03060		
I6J55_RS03065		AbgT family transporter
I6J55_RS03070		DUF5932 domain-containing protein
I6J55_RS03075		DUF5113 domain-containing protein
I6J55_RS03080		ribose-phosphate pyrophosphokinase
I6J55_RS03085		phosphatidylinositol-4-phosphate 5-kinase
I6J55_RS03090		M16 family metallopeptidase
I6J55_RS03095		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
I6J55_RS03100		transglycosylase domain-containing protein
I6J55_RS03105		HU family DNA-binding protein
I6J55_RS03110	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase
I6J55_RS03115		histidine phosphatase family protein
I6J55_RS03120		WD40/YVTN/BNR-like repeat-containing protein
I6J55_RS03125		PepSY-like domain-containing protein
I6J55_RS03130		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS03135		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS03140		Dyp-type peroxidase
I6J55_RS03145		fimbrial protein
I6J55_RS03150		hypothetical protein
I6J55_RS03155		Mfa1 family fimbria major subunit
I6J55_RS03160		FimB/Mfa2 family fimbrial subunit
I6J55_RS03165		lysine exporter LysO family protein
I6J55_RS03170		LysO family transporter
I6J55_RS03175	pyrB	aspartate carbamoyltransferase
I6J55_RS03180	pyrI	aspartate carbamoyltransferase regulatory subunit
I6J55_RS03185		flavin reductase family protein
I6J55_RS03190		porin family protein
I6J55_RS03195	glyA	serine hydroxymethyltransferase
I6J55_RS03200		TapB family protein
I6J55_RS03205		formate--tetrahydrofolate ligase
I6J55_RS03210		tetratricopeptide repeat-containing sensor histidine kinase
I6J55_RS03215		outer membrane beta-barrel family protein
I6J55_RS03220		ATP-binding protein
I6J55_RS03225		response regulator transcription factor
I6J55_RS03230		hypothetical protein
I6J55_RS03235		hypothetical protein
I6J55_RS03240		SDR family oxidoreductase
I6J55_RS03245		ABC transporter ATP-binding protein
I6J55_RS03250		iron ABC transporter permease
I6J55_RS03255		ABC transporter substrate-binding protein
I6J55_RS03260		precorrin-2 C(20)-methyltransferase
I6J55_RS03265		SGNH/GDSL hydrolase family protein
I6J55_RS03270		MarC family protein
I6J55_RS03275		sensor histidine kinase
I6J55_RS03280		response regulator transcription factor
I6J55_RS03285		efflux RND transporter permease subunit
I6J55_RS03290		efflux RND transporter periplasmic adaptor subunit
I6J55_RS03295		TolC family protein
I6J55_RS03300		thioredoxin family protein
I6J55_RS03305		helix-turn-helix domain-containing protein
I6J55_RS03310		F0F1 ATP synthase subunit gamma
I6J55_RS03315	atpA	F0F1 ATP synthase subunit alpha
I6J55_RS03320		F0F1 ATP synthase subunit delta
I6J55_RS03325	atpF	F0F1 ATP synthase subunit B
I6J55_RS03330	atpE	ATP synthase F0 subunit C
I6J55_RS03335	atpB	F0F1 ATP synthase subunit A
I6J55_RS03340		hypothetical protein
I6J55_RS03345	atpC	ATP synthase F1 subunit epsilon
I6J55_RS03350	atpD	F0F1 ATP synthase subunit beta
I6J55_RS03355	purT	formate-dependent phosphoribosylglycinamide formyltransferase
I6J55_RS03360		RNA recognition motif domain-containing protein
I6J55_RS03365		DUF4301 family protein
I6J55_RS03370		RelA/SpoT family protein
I6J55_RS03375		diacylglycerol kinase family protein
I6J55_RS03380		MFS transporter
I6J55_RS03385	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase
I6J55_RS03390		alpha/beta hydrolase
I6J55_RS03395		quinone-dependent dihydroorotate dehydrogenase
I6J55_RS03400		HAD family hydrolase
I6J55_RS03405		MATE family efflux transporter
I6J55_RS03410		ABC transporter permease
I6J55_RS03415		ABC transporter permease
I6J55_RS03420		ABC transporter ATP-binding protein
I6J55_RS03425		ABC transporter permease
I6J55_RS03430		ABC transporter ATP-binding protein
I6J55_RS03435		ABC transporter permease
I6J55_RS03440		metallophosphoesterase family protein
I6J55_RS03445		hypothetical protein
I6J55_RS03450		sigma-54-dependent transcriptional regulator
I6J55_RS03455		sensor histidine kinase
I6J55_RS03460		Crp/Fnr family transcriptional regulator
I6J55_RS03465	hcp	hydroxylamine reductase
I6J55_RS03470		uracil-xanthine permease family protein
I6J55_RS03475		potassium/proton antiporter
I6J55_RS03480		long-chain fatty acid--CoA ligase
I6J55_RS03485		DUF3037 domain-containing protein
I6J55_RS03490		HipA family kinase
I6J55_RS03495		AAA family ATPase
I6J55_RS03500		VWA domain-containing protein
I6J55_RS03505		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS03510		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS03515		zinc-dependent metalloprotease
I6J55_RS03520		beta-N-acetylhexosaminidase
I6J55_RS03525		UvrD-helicase domain-containing protein
I6J55_RS03530		PD-(D/E)XK nuclease family protein
I6J55_RS03535		ATP-binding response regulator
I6J55_RS03540		UDP-glucuronic acid decarboxylase family protein
I6J55_RS03545		hypothetical protein
I6J55_RS03550		hypothetical protein
I6J55_RS03555		hypothetical protein
I6J55_RS03560		FimB/Mfa2 family fimbrial subunit
I6J55_RS03565		Mfa1 family fimbria major subunit
I6J55_RS03570		DUF3868 domain-containing protein
I6J55_RS03575		DUF3575 domain-containing protein
I6J55_RS03580		IbrB-like domain-containing protein
I6J55_RS03585		DUF3440 domain-containing protein
I6J55_RS03590		hypothetical protein
I6J55_RS03595		helix-turn-helix transcriptional regulator
I6J55_RS03600		hypothetical protein
I6J55_RS03605		Lrp/AsnC family transcriptional regulator
I6J55_RS03610		DUF2000 domain-containing protein
I6J55_RS03615		helix-turn-helix domain-containing protein
I6J55_RS03620		sensor histidine kinase
I6J55_RS03625		ABC transporter ATP-binding protein
I6J55_RS03630		ABC transporter ATP-binding protein
I6J55_RS03635		class I SAM-dependent methyltransferase
I6J55_RS03640		TetR/AcrR family transcriptional regulator
I6J55_RS03645		hypothetical protein
I6J55_RS03650		hypothetical protein
I6J55_RS03655		hypothetical protein
I6J55_RS03660		HmuY family protein
I6J55_RS03665		TonB-dependent receptor
I6J55_RS03670		DUF4903 family protein
I6J55_RS03675		hypothetical protein
I6J55_RS03680		leucine-rich repeat domain-containing protein
I6J55_RS03685		outer membrane beta-barrel protein
I6J55_RS03690		outer membrane beta-barrel protein
I6J55_RS03695		S41 family peptidase
I6J55_RS03700		hypothetical protein
I6J55_RS03705		TolC family protein
I6J55_RS03710		efflux RND transporter permease subunit
I6J55_RS03715		efflux RND transporter periplasmic adaptor subunit
I6J55_RS03720		DUF6769 family protein
I6J55_RS21680		hypothetical protein
I6J55_RS03725		aldo/keto reductase
I6J55_RS03730		DUF418 domain-containing protein
I6J55_RS03735		site-specific integrase
I6J55_RS03740		hypothetical protein
I6J55_RS03745		helix-turn-helix domain-containing protein
I6J55_RS03750		AAA family ATPase
I6J55_RS03755		toprim domain-containing protein
I6J55_RS03760		hypothetical protein
I6J55_RS03765		DUF4134 domain-containing protein
I6J55_RS03770		DUF4134 domain-containing protein
I6J55_RS03775		hypothetical protein
I6J55_RS03780		TraG/VirB4 family ATPase
I6J55_RS03785		hypothetical protein
I6J55_RS03790		hypothetical protein
I6J55_RS03795		hypothetical protein
I6J55_RS03800		DNA-methyltransferase
I6J55_RS03805		DUF5045 domain-containing protein
I6J55_RS03810		hypothetical protein
I6J55_RS03815		hypothetical protein
I6J55_RS03820	traK	conjugative transposon protein TraK
I6J55_RS03825		hypothetical protein
I6J55_RS03830		DNA N-6-adenine-methyltransferase
I6J55_RS03835	traM	conjugative transposon protein TraM
I6J55_RS03840		hypothetical protein
I6J55_RS03845		tRNA (adenine-N(6)-)-methyltransferase
I6J55_RS03850	traN	conjugative transposon protein TraN
I6J55_RS03855		hypothetical protein
I6J55_RS03860		DUF1566 domain-containing protein
I6J55_RS03865		DNA-directed RNA polymerase subunit alpha C-terminal domain-containing protein
I6J55_RS03870		type IV secretory system conjugative DNA transfer family protein
I6J55_RS03875		hypothetical protein
I6J55_RS03880		hypothetical protein
I6J55_RS03885		hypothetical protein
I6J55_RS03890		ParB/RepB/Spo0J family partition protein
I6J55_RS03895		ATP-binding protein
I6J55_RS03900		hypothetical protein
I6J55_RS03905		ParA family protein
I6J55_RS03910		single-stranded DNA-binding protein
I6J55_RS03915		TetR/AcrR family transcriptional regulator
I6J55_RS21935		hypothetical protein
I6J55_RS03925		hypothetical protein
I6J55_RS03930		DUF5458 family protein
I6J55_RS03935		hypothetical protein
I6J55_RS03940		GPW/gp25 family protein
I6J55_RS03945		type VI secretion system baseplate subunit TssF
I6J55_RS03950		AAA family ATPase
I6J55_RS03955		hypothetical protein
I6J55_RS03960		TssN family type VI secretion system protein
I6J55_RS03965		hypothetical protein
I6J55_RS03970		hypothetical protein
I6J55_RS03975	tssO	type VI secretion system TssO
I6J55_RS03980		PKD domain-containing protein
I6J55_RS03985	tssR	type VI secretion system protein TssR domain-containing protein
I6J55_RS03990		DUF5457 domain-containing protein
I6J55_RS03995	tssD	type VI secretion system tube protein TssD
I6J55_RS04000		type VI secretion system Vgr family protein
I6J55_RS04005		hypothetical protein
I6J55_RS04010		immunity 17 family protein
I6J55_RS04015		DUF6531 domain-containing protein
I6J55_RS04020		hypothetical protein
I6J55_RS04025		FRG domain-containing protein
I6J55_RS04030	tssD	type VI secretion system tube protein TssD
I6J55_RS04035		P-loop NTPase fold protein
I6J55_RS04040		DNA methylase
I6J55_RS04045	ltrA	group II intron reverse transcriptase/maturase
I6J55_RS04050		DNA methylase
I6J55_RS04055		tyrosine-type recombinase/integrase
I6J55_RS22020		tyrosine-type recombinase/integrase
I6J55_RS04065		tyrosine-type recombinase/integrase
I6J55_RS04070		SMODS domain-containing nucleotidyltransferase
I6J55_RS04075		hypothetical protein
I6J55_RS04080		SLATT domain-containing protein
I6J55_RS04085		N-6 DNA methylase
I6J55_RS04090		Panacea domain-containing protein
I6J55_RS04095		hypothetical protein
I6J55_RS21940		hypothetical protein
I6J55_RS04100		hypothetical protein
I6J55_RS04105		DUF7688 family protein
I6J55_RS04110		hypothetical protein
I6J55_RS04115		hypothetical protein
I6J55_RS04120		hypothetical protein
I6J55_RS04125		hypothetical protein
I6J55_RS04130	tnpC	IS66 family transposase
I6J55_RS04135		ATP-binding protein
I6J55_RS04140		hypothetical protein
I6J55_RS04145		hypothetical protein
I6J55_RS04150		beta barrel domain-containing protein
I6J55_RS04155		STAS-like domain-containing protein
I6J55_RS04160		hypothetical protein
I6J55_RS04165		
I6J55_RS04170		
I6J55_RS04175		
I6J55_RS04180		
I6J55_RS04185		
I6J55_RS04190		SPFH domain-containing protein
I6J55_RS04195		
I6J55_RS04200		ribonuclease H family protein
I6J55_RS04205		hypothetical protein
I6J55_RS04210		MutS N-terminal domain-containing protein
I6J55_RS04215		hypothetical protein
I6J55_RS04220		hypothetical protein
I6J55_RS04225		exodeoxyribonuclease X C-terminal domain-containing protein
I6J55_RS04230		hypothetical protein
I6J55_RS04235		hypothetical protein
I6J55_RS04240		hypothetical protein
I6J55_RS04245		hypothetical protein
I6J55_RS04250		helix-turn-helix domain-containing protein
I6J55_RS04255		hypothetical protein
I6J55_RS04260		hypothetical protein
I6J55_RS04265		hypothetical protein
I6J55_RS04270		bromodomain-containing protein
I6J55_RS04275		hypothetical protein
I6J55_RS04280		hypothetical protein
I6J55_RS04285		hypothetical protein
I6J55_RS04290		hypothetical protein
I6J55_RS04295		hypothetical protein
I6J55_RS04300		hypothetical protein
I6J55_RS04305		hypothetical protein
I6J55_RS04310		hypothetical protein
I6J55_RS04315		hypothetical protein
I6J55_RS04320		hypothetical protein
I6J55_RS04325		DNA cytosine methyltransferase
I6J55_RS04330		hypothetical protein
I6J55_RS04335		hypothetical protein
I6J55_RS04340		DUF1566 domain-containing protein
I6J55_RS04345		helix-turn-helix domain-containing protein
I6J55_RS04350		hypothetical protein
I6J55_RS04355		hypothetical protein
I6J55_RS04360		hypothetical protein
I6J55_RS04365		hypothetical protein
I6J55_RS04370		hypothetical protein
I6J55_RS04375		RNA-directed DNA polymerase
I6J55_RS04380		hypothetical protein
I6J55_RS04385		hypothetical protein
I6J55_RS04390		hypothetical protein
I6J55_RS04395		hypothetical protein
I6J55_RS04400		hypothetical protein
I6J55_RS04405		hypothetical protein
I6J55_RS04410		hypothetical protein
I6J55_RS04415		hypothetical protein
I6J55_RS04420		hypothetical protein
I6J55_RS04425		hypothetical protein
I6J55_RS04430		hypothetical protein
I6J55_RS04435		hypothetical protein
I6J55_RS04440		hypothetical protein
I6J55_RS04445		hypothetical protein
I6J55_RS04450		hypothetical protein
I6J55_RS04455		DUF4120 family protein
I6J55_RS04460		hypothetical protein
I6J55_RS04465		hypothetical protein
I6J55_RS04470		hypothetical protein
I6J55_RS04475		hypothetical protein
I6J55_RS04480		hypothetical protein
I6J55_RS04485		J domain-containing protein
I6J55_RS04490		hypothetical protein
I6J55_RS04495		helix-turn-helix domain-containing protein
I6J55_RS04500		hypothetical protein
I6J55_RS04505		TIGR02757 family protein
I6J55_RS04510		hypothetical protein
I6J55_RS04515		hypothetical protein
I6J55_RS04520		tyrosine-type recombinase/integrase
I6J55_RS04525		BRCT domain-containing protein
I6J55_RS04530	dut	dUTP diphosphatase
I6J55_RS04535		hypothetical protein
I6J55_RS04540		hypothetical protein
I6J55_RS04545		DUF4494 family protein
I6J55_RS04550		phage portal protein family protein
I6J55_RS04555		hypothetical protein
I6J55_RS04560		hypothetical protein
I6J55_RS04565		hypothetical protein
I6J55_RS04570		ATP-dependent Clp protease proteolytic subunit
I6J55_RS04575		hypothetical protein
I6J55_RS04580		hypothetical protein
I6J55_RS04585		DUF2586 family protein
I6J55_RS04590		hypothetical protein
I6J55_RS04595		DUF6848 family protein
I6J55_RS04600		phage tail tape measure protein
I6J55_RS04605		DUF6046 domain-containing protein
I6J55_RS04610		hypothetical protein
I6J55_RS04615		hypothetical protein
I6J55_RS04620		hypothetical protein
I6J55_RS04625		hypothetical protein
I6J55_RS04630		hypothetical protein
I6J55_RS04635		Lcl domain-containing protein
I6J55_RS04640		four helix bundle protein
I6J55_RS04645		reverse transcriptase domain-containing protein
I6J55_RS04650		hypothetical protein
I6J55_RS21695		hypothetical protein
I6J55_RS04660		hypothetical protein
I6J55_RS04665		hypothetical protein
I6J55_RS04670		hypothetical protein
I6J55_RS04675		hypothetical protein
I6J55_RS04680		hypothetical protein
I6J55_RS04685		hypothetical protein
I6J55_RS22025		GIY-YIG nuclease family protein
I6J55_RS04695		FAD-dependent thymidylate synthase
I6J55_RS04700	nrdD	anaerobic ribonucleoside-triphosphate reductase
I6J55_RS04705		4Fe-4S cluster-binding domain-containing protein
I6J55_RS04710		hypothetical protein
I6J55_RS04715		hypothetical protein
I6J55_RS04720		metallophosphoesterase family protein
I6J55_RS04725		hypothetical protein
I6J55_RS04730		crossover junction endodeoxyribonuclease RuvC
I6J55_RS04735		RNA polymerase sigma factor
I6J55_RS04740		hypothetical protein
I6J55_RS04745		DnaB-like helicase C-terminal domain-containing protein
I6J55_RS04750		toprim domain-containing protein
I6J55_RS04755		PHP domain-containing protein
I6J55_RS21875		hypothetical protein
I6J55_RS04760		ATP-dependent DNA helicase
I6J55_RS04765		helix-hairpin-helix domain-containing protein
I6J55_RS04770		ATP-binding cassette domain-containing protein
I6J55_RS04775		3'-5' exonuclease
I6J55_RS04780		hypothetical protein
I6J55_RS04785		hypothetical protein
I6J55_RS04790		hypothetical protein
I6J55_RS04795		hypothetical protein
I6J55_RS04800		DUF5675 family protein
I6J55_RS04805		hypothetical protein
I6J55_RS04810		hypothetical protein
I6J55_RS04815		phage terminase large subunit
I6J55_RS04820		hypothetical protein
I6J55_RS04825		hypothetical protein
I6J55_RS04830		Panacea domain-containing protein
I6J55_RS04835		hypothetical protein
I6J55_RS22030		helix-turn-helix domain-containing protein
I6J55_RS22035		helix-turn-helix domain-containing protein
I6J55_RS04845		site-specific integrase
I6J55_RS04850		DUF6602 domain-containing protein
I6J55_RS04855		Mov34/MPN/PAD-1 family protein
I6J55_RS04860		ThiF family adenylyltransferase
I6J55_RS04865		nucleotidyltransferase family protein
I6J55_RS04870		helix-turn-helix domain-containing protein
